t,run_id,role,status,latency_s,prompt_chars,response_chars,prompt_tokens,completion_tokens,total_tokens,error,response_preview
0,predict_state_only,predict,ok,723.798268,6789,1038,1774,256,2030,,"Headline: Immediate ladder descent from Floor 0 to Floor 1.  Meaningful events (ordered): 1. [t+1 to t+3] The player moves from the current position toward the open ladder on Floor 0, navigating through the nearb ...<snip>"
0,predict_history_k5,predict,ok,21.798813,7380,1177,2008,285,2293,,"Headline: Immediate resource gathering and tool crafting on Floor 0 with open ladder.  Meaningful events (ordered): 1. [t+1 to t+4] The player moves to the nearest trees (e.g., at 2,-4 or -3,-3) and chops wood to ...<snip>"
283,predict_state_only,predict,ok,18.926191,7188,1038,1994,257,2251,,"Headline: Securing food and advancing toward the open ladder on Floor 0.  Meaningful events (ordered): 1. [t+1 to t+3] The player moves right to engage the Cow at (1, 0) to secure food, as current Food (2) is cri ...<snip>"
283,predict_history_k5,predict,ok,19.79518,11124,1063,4000,260,4260,,"Headline: Immediate food acquisition from nearby Cow before ladder descent.  Meaningful events (ordered): 1. [t+1 to t+3] The player engages the Cow at (1, 0) with the Iron Sword to secure food, as current Food ( ...<snip>"
298,predict_state_only,predict,ok,19.787502,7949,1135,2432,264,2696,,"Headline: Securing the fountain and clearing the ladder threshold on Floor 1.  Meaningful events (ordered): 1. [t+1 to t+3] The player moves to (0, -1) to drink from the fountain, restoring Drink to 9 and securin ...<snip>"
298,predict_history_k5,predict,ok,18.329856,13492,969,5381,237,5618,,"Headline: Securing light and gathering resources to open the ladder on Floor 1.  Meaningful events (ordered): 1. [t+1 to t+5] The player moves right toward the chest at (5,4) and the fountain at (0,-1) to secure  ...<snip>"
1310,predict_state_only,predict,ok,18.289651,8012,985,2465,242,2707,,"Headline: Descending to Floor 2 via the open ladder.  Meaningful events (ordered): 1. [t+1 to t+3] The player moves from (0,0) toward the ladder location (likely near the center or a clear path) while maintaining ...<snip>"
1310,predict_history_k5,predict,ok,22.138547,16612,1119,7084,281,7365,,"Headline: Securing water and clearing the path to the open ladder on Floor 1.  Meaningful events (ordered): 1. [t+1 to t+3] The player moves right to the fountain at (3, 0) to refill Drink to 9, as they are curre ...<snip>"
1450,predict_state_only,predict,ok,19.165852,8032,1044,2477,255,2732,,"Headline: Descending to Floor 2 with the ladder open and securing resources.  Meaningful events (ordered): 1. [t+1 to t+3] The player moves right along the lit corridor (Row 0) to locate the open ladder, avoiding ...<snip>"
1450,predict_history_k5,predict,ok,18.420931,16776,913,7169,222,7391,,"Headline: Descending to Floor 2 via the open ladder.  Meaningful events (ordered): 1. [t+1 to t+4] The player moves left along the illuminated path, navigating around the wall at (-4, 0) and the darkness at (-5,  ...<snip>"
2180,predict_state_only,predict,ok,20.545662,8035,1076,2471,262,2733,,"Headline: Descending to Floor 2 with full resources and diamond-tier gear.  Meaningful events (ordered): 1. [t+1 to t+3] The player moves south along the clear path, passing the fountain at (2, 2) and the Snail a ...<snip>"
2180,predict_history_k5,predict,ok,19.03079,16910,1028,7207,241,7448,,"Headline: Descending to Floor 2 via the open ladder.  Meaningful events (ordered): 1. [t+1 to t+3] The player moves down from their current position (0,0) to the ladder located at (1,0) or adjacent path, utilizin ...<snip>"
2195,predict_state_only,predict,ok,15.882382,8018,859,2444,209,2653,,"Headline: Clearing Floor 2 to open the ladder and securing descent.  Meaningful events (ordered): 1. [t+1 to t+5] The player moves south along the central path, engaging the first group of mobs to begin the count ...<snip>"
2195,predict_history_k5,predict,ok,18.662249,17198,984,7221,238,7459,,"Headline: Initial floor 2 exploration and ladder preparation.  Meaningful events (ordered): 1. [t+1 to t+5] The player moves left and down to clear the immediate darkness, likely engaging the nearby Snail or Stal ...<snip>"
