t,run_id,role,status,latency_s,prompt_chars,response_chars,prompt_tokens,completion_tokens,total_tokens,error,response_preview
0,predict_state_only,predict,ok,741.701092,6644,909,1740,222,1962,,"Headline: Immediate wood acquisition and ladder descent on Floor 0.  Meaningful events (ordered): 1. [t+1 to t+5] The player moves north toward the dense cluster of trees at coordinates (-2, -2) and (-3, -3) to g ...<snip>"
0,predict_history_k5,predict,ok,8.590331,7235,976,1974,238,2212,,"Headline: Immediate resource acquisition and tool crafting to enable floor descent.  Meaningful events (ordered): 1. [t+1 to t+5] The player moves toward the nearest trees at (-3, -3) or (-2, -2) to gather wood,  ...<snip>"
283,predict_state_only,predict,ok,8.230068,7043,945,1960,235,2195,,"Headline: Immediate resource consolidation and ladder descent preparation on Floor 0.  Meaningful events (ordered): 1. [t+1 to t+5] The player moves right to the Cow at (1,0) to kill it and eat raw meat, raising  ...<snip>"
283,predict_history_k5,predict,ok,9.033559,10979,1011,3966,239,4205,,"Headline: Immediate food acquisition and ladder descent preparation.  Meaningful events (ordered): 1. [t+1 to t+3] The player moves right to the Cow at (1, 0) and kills it to restore Food, addressing the critical ...<snip>"
298,predict_state_only,predict,ok,7.647822,7804,907,2398,215,2613,,"Headline: Immediate resource consolidation and ladder preparation on Floor 1.  Meaningful events (ordered): 1. [t+1 to t+5] The player moves right to the chest at (5, 4) to gather the missing wood, then returns t ...<snip>"
298,predict_history_k5,predict,ok,8.490883,13347,885,5347,213,5560,,"Headline: Immediate torch usage and resource consolidation on Floor 1.  Meaningful events (ordered): 1. [t+1 to t+3] The player moves right toward the fountain at (0, -1) to drink, restoring Drink while avoiding  ...<snip>"
1310,predict_state_only,predict,ok,8.73167,7867,981,2431,247,2678,,"Headline: Immediate ladder descent and resource consolidation on Floor 2.  Meaningful events (ordered): 1. [t+1 to t+3] The player moves right to the wall at (5,0) and breaks it to access the open ladder, then de ...<snip>"
1310,predict_history_k5,predict,ok,9.045086,16467,927,7050,223,7273,,"Headline: Immediate ladder descent followed by floor-clearing combat and resource consolidation.  Meaningful events (ordered): 1. [t+1 to t+3] The player moves directly to the ladder at (0, -1) and descends to Fl ...<snip>"
1450,predict_state_only,predict,ok,7.281346,7887,833,2443,203,2646,,"Headline: Immediate ladder descent and early floor 2 resource consolidation.  Meaningful events (ordered): 1. [t+1 to t+5] The player moves left toward the open ladder at (-5, 0) and descends to Floor 2. 2. [t+6  ...<snip>"
1450,predict_history_k5,predict,ok,10.557814,16631,1103,7135,263,7398,,"Headline: Ladder descent prioritized immediately due to open status and stable survival metrics.  Meaningful events (ordered): 1. [t+1 to t+3] The player moves leftward through the dark corridor, likely encounter ...<snip>"
2180,predict_state_only,predict,ok,7.691009,7890,964,2437,216,2653,,"Headline: Immediate ladder descent followed by overworld resource consolidation.  Meaningful events (ordered): 1. [t+1 to t+3] The player moves down the open ladder to Floor 2, leaving the current floor's mobs be ...<snip>"
2180,predict_history_k5,predict,ok,9.531251,16765,948,7173,232,7405,,"Headline: Ladder descent and immediate resource consolidation on Floor 2.  Meaningful events (ordered): 1. [t+1 to t+3] The player moves down to Floor 2, where a fountain is located at (3, 2), and immediately dri ...<snip>"
2195,predict_state_only,predict,ok,9.040837,7873,1045,2410,256,2666,,"Headline: Immediate ladder closure and resource consolidation on Floor 2.  Meaningful events (ordered): 1. [t+1 to t+5] The player moves down the central column (Column 0) toward the closed ladder at (0,0) while  ...<snip>"
2195,predict_history_k5,predict,ok,9.404994,17053,962,7187,232,7419,,"Headline: Immediate floor clearing and resource consolidation on Floor 2.  Meaningful events (ordered): 1. [t+1 to t+5] The player moves left toward the open path at (-5, -1) to locate the first enemy (Snail) req ...<snip>"
