t,run_id,role,status,latency_s,prompt_chars,response_chars,prompt_tokens,completion_tokens,total_tokens,error,response_preview
0,predict_state_only,predict,error,569.607771,6644,0,,,,ConnectError: [Errno -2] Name or service not known,
0,predict_history_k5,predict,ok,142.292891,7235,876,1974,211,2185,,"Headline: Immediate resource gathering to enable tool crafting on Floor 0.  Meaningful events (ordered): 1. [t+1 to t+4] The player moves toward the nearest trees (e.g., at -2, -2 or 1, 1) and chops them to acqui ...<snip>"
283,predict_state_only,predict,ok,18.754142,7043,757,1960,187,2147,,"Headline: Immediate food acquisition followed by ladder descent on Floor 0.  Meaningful events (ordered): 1. [t+1 to t+3] The player moves Right to (1,0) and attacks the Cow to restore critically low Food (2/9),  ...<snip>"
283,predict_history_k5,predict,ok,24.909663,10979,968,3966,237,4203,,"Headline: Immediate food acquisition from the adjacent Cow before descending the open ladder.  Meaningful events (ordered): 1. [t+1 to t+3] The player moves to (1, 0) and attacks the Cow to raise Food from 2 to a ...<snip>"
298,predict_state_only,predict,ok,24.771735,7804,1065,2398,247,2645,,"Headline: Resource gathering and combat initiation to unlock the descent ladder.  Meaningful events (ordered): 1. [t+1 to t+4] The player moves toward the chest at (5, 4) or explores the southern/eastern path to  ...<snip>"
298,predict_history_k5,predict,ok,27.724117,13347,1074,5347,255,5602,,"Headline: Initial exploration and resource gathering on Floor 1 to open the ladder.  Meaningful events (ordered): 1. [t+1 to t+5] The player moves away from the ladder_up to explore the visible path tiles, likely ...<snip>"
1310,predict_state_only,predict,ok,23.361908,7867,973,2431,232,2663,,"Headline: Immediate descent to Floor 2 via the open ladder.  Meaningful events (ordered): 1. [t+1 to t+3] The player moves from (0,0) toward the ladder location (likely at the center or nearby path) to initiate d ...<snip>"
1310,predict_history_k5,predict,ok,29.339649,16467,1114,7050,259,7309,,Headline: Immediate descent to Floor 2 via the open ladder.  Meaningful events (ordered): 1. [t+1 to t+3] The player moves toward the ladder (likely located at or near the fountain/central hub given the open stat ...<snip>
1450,predict_state_only,predict,ok,24.322506,7887,952,2443,242,2685,,"Headline: Immediate descent to Floor 2 after confirming stable stats.  Meaningful events (ordered): 1. [t+1 to t+3] The player moves from (0,0) toward the open ladder, likely navigating the path at (0,-1) or (0,- ...<snip>"
1450,predict_history_k5,predict,ok,29.345842,16631,1031,7135,259,7394,,"Headline: Immediate descent to Floor 2 via the open ladder.  Meaningful events (ordered): 1. [t+1 to t+3] The player moves from the current position at (-3, 0) toward the open ladder, likely located at (-4, 0) or ...<snip>"
2180,predict_state_only,predict,ok,23.21347,7890,901,2437,230,2667,,"Headline: Immediate descent to Floor 2 via the open ladder.  Meaningful events (ordered): 1. [t+1 to t+3] The player moves from (0,0) toward the ladder location, likely navigating the path at (0,-1) or (1,-1) to  ...<snip>"
2180,predict_history_k5,predict,ok,26.74899,16765,943,7173,230,7403,,"Headline: Immediate ladder descent to Floor 2 after clearing minor local threats.  Meaningful events (ordered): 1. [t+1 to t+3] The player moves toward the Snail at (2,0) or (4,-1) to eliminate the minor threat,  ...<snip>"
2195,predict_state_only,predict,ok,24.794513,7873,1053,2410,247,2657,,"Headline: Aggressive exploration and combat to open the descent ladder on Floor 2.  Meaningful events (ordered): 1. [t+1 to t+5] The player moves away from the closed ladder at (0,0) into the unexplored path netw ...<snip>"
2195,predict_history_k5,predict,ok,30.991753,17053,1189,7187,275,7462,,"Headline: Immediate exploration and combat to unlock the descent ladder on Floor 2.  Meaningful events (ordered): 1. [t+1 to t+6] The player moves outward from the ladder_up (0,0) into the visible path network, l ...<snip>"
