t,run_id,role,status,latency_s,prompt_chars,response_chars,prompt_tokens,completion_tokens,total_tokens,error,response_preview
0,predict_state_only,predict,ok,35.531955,3475,1128,1001,273,1274,,"Headline: Immediate survival stabilization followed by rapid tool upgrade.  Meaningful events (ordered): 1. [t+1 to t+3] The player likely moves to coordinates (-5, -1) or (-5, 0) to collect water, securing the D ...<snip>"
0,predict_history_k5,predict,ok,13.688949,4083,1170,1232,278,1510,,"Headline: Player likely secures water and wood before attempting tool crafting or descent.  Meaningful events (ordered): 1. [t+1 to t+3] The player moves right towards the water sources at (-5, 1) and (1, 1) to r ...<snip>"
283,predict_state_only,predict,ok,12.872691,3874,1144,1221,261,1482,,"Headline: Immediate survival stabilization followed by stone tool optimization.  Meaningful events (ordered): 1. [t+1 to t+3] The player must immediately consume the Cow at (1,0) to raise Food from 2 to 9, preven ...<snip>"
283,predict_history_k5,predict,ok,13.20685,7827,1134,3224,258,3482,,Headline: Immediate resource consolidation precedes survival stabilization and potential descent.  Meaningful events (ordered): 1. [t+1 to t+5] The player likely moves right to clear the path and approach the Cow ...<snip>
298,predict_state_only,predict,ok,11.589885,4635,1075,1659,233,1892,,"Headline: Immediate torch crafting and vertical descent preparation.  Meaningful events (ordered): 1. [t+1 to t+4] The player likely crafts torches immediately using the 5 wood and existing stone, prioritizing th ...<snip>"
298,predict_history_k5,predict,ok,15.581998,10195,1321,4605,303,4908,,"Headline: Survival stabilization and resource consolidation precede dungeon progression.  Meaningful events (ordered): 1. [t+1 to t+4] The player likely moves left towards the fountain at (-1, 0) to replenish Dri ...<snip>"
1310,predict_state_only,predict,ok,13.538308,4698,1210,1692,274,1966,,"Headline: Immediate survival stabilization followed by iron tool acquisition and floor descent.  Meaningful events (ordered): 1. [t+1 to t+3] The player likely moves right to the fountain at (1,0) to replenish Dr ...<snip>"
1310,predict_history_k5,predict,ok,13.848618,13315,1119,6308,255,6563,,Headline: Resource consolidation and hydration likely precede further exploration or descent.  Meaningful events (ordered): 1. [t+1 to t+10] The player likely continues moving right to clear the immediate path an ...<snip>
1450,predict_state_only,predict,ok,14.049503,4718,1274,1704,284,1988,,Headline: Immediate tool upgrade and defensive consolidation before descent.  Meaningful events (ordered): 1. [t+1 to t+4] The player likely crafts a stone pickaxe immediately using the 16 available stones and ex ...<snip>
1450,predict_history_k5,predict,ok,13.542875,13479,1154,6393,249,6642,,"Headline: Exploration and resource gathering likely continue before a descent attempt.  Meaningful events (ordered): 1. [t+1 to t+10] The player likely continues moving left, clearing darkness and torching new ar ...<snip>"
2180,predict_state_only,predict,ok,16.553763,4721,1375,1698,337,2035,,"Headline: Immediate survival stabilization followed by iron tool acquisition.  Meaningful events (ordered): 1. [t+1 to t+4] The player likely consumes a green potion to restore Health to 9, ensuring full vitality ...<snip>"
2180,predict_history_k5,predict,ok,17.284325,13613,1334,6431,328,6759,,"Headline: Player stabilizes resources and clears immediate threats before attempting floor descent.  Meaningful events (ordered): 1. [t+1 to t+10] The player likely moves down to the open path at Row 2, Column 2, ...<snip>"
2195,predict_state_only,predict,ok,16.199525,4704,1376,1671,330,2001,,"Headline: Immediate survival stabilization followed by iron tool acquisition and floor descent.  Meaningful events (ordered): 1. [t+1 to t+4] The player likely moves right or down to locate the ladder_up at (0,0) ...<snip>"
2195,predict_history_k5,predict,ok,16.339615,13901,1361,6445,306,6751,,Headline: Player likely stabilizes intrinsics and clears local threats before attempting ladder descent.  Meaningful events (ordered): 1. [t+1 to t+10] The player likely continues moving down to explore the open  ...<snip>
