t,run_id,role,status,latency_s,prompt_chars,response_chars,prompt_tokens,completion_tokens,total_tokens,error,response_preview
0,predict_state_only,predict,ok,198.056013,6789,830,1774,215,1989,,"Headline: Immediate ladder descent and resource acquisition on Floor 1.  Meaningful events (ordered): 1. [t+1 to t+5] The player moves up to coordinate (-1, 0) to locate and descend the open ladder to Floor 1. 2. ...<snip>"
0,predict_history_k5,predict,ok,7.156001,7380,853,2008,200,2208,,"Headline: Immediate resource acquisition and tool crafting to enable floor descent.  Meaningful events (ordered): 1. [t+1 to t+5] The player moves toward the nearest trees (e.g., at 2,-4 or -2,-2) to gather wood, ...<snip>"
283,predict_state_only,predict,ok,7.975412,7188,891,1994,225,2219,,"Headline: Immediate food acquisition and ladder descent on Floor 0.  Meaningful events (ordered): 1. [t+1 to t+3] The player moves right toward the Cow at (1,0) to kill it and eat, raising Food from 2 to 9 to pre ...<snip>"
283,predict_history_k5,predict,ok,8.396725,11124,978,4000,223,4223,,"Headline: Immediate food acquisition and ladder descent preparation.  Meaningful events (ordered): 1. [t+1 to t+3] The player moves right to engage the Cow at (1, 0) to increase Food from 2 to a safe level, preve ...<snip>"
298,predict_state_only,predict,ok,9.561484,7949,1140,2432,269,2701,,"Headline: Immediate resource consolidation and ladder preparation on Floor 1.  Meaningful events (ordered): 1. [t+1 to t+5] The player moves right to the chest at (5, 4) to secure potential loot, then turns towar ...<snip>"
298,predict_history_k5,predict,ok,8.847049,13492,933,5381,225,5606,,"Headline: Immediate resource consolidation and ladder activation on Floor 1.  Meaningful events (ordered): 1. [t+1 to t+5] The player moves toward the nearby fountain at (-1, 0) to restore Drink, then gathers the ...<snip>"
1310,predict_state_only,predict,ok,8.548452,8012,1006,2465,239,2704,,"Headline: Immediate ladder descent and early floor 2 resource consolidation.  Meaningful events (ordered): 1. [t+1 to t+3] The player moves right toward the open ladder at (5, 0) to descend to floor 2, prioritizi ...<snip>"
1310,predict_history_k5,predict,ok,10.254519,16612,1053,7084,255,7339,,"Headline: Immediate descent to Floor 2 following stable resource acquisition.  Meaningful events (ordered): 1. [t+1 to t+5] The player moves right to clear the path to the ladder at (0, 1), avoiding the Snail at  ...<snip>"
1450,predict_state_only,predict,ok,7.696421,8032,858,2477,214,2691,,"Headline: Immediate ladder descent and equipment optimization on Floor 2.  Meaningful events (ordered): 1. [t+1 to t+5] The player moves left to locate the open ladder at (-4, 0) and descends to Floor 2. 2. [t+6  ...<snip>"
1450,predict_history_k5,predict,ok,10.695664,16776,1073,7169,259,7428,,"Headline: Immediate hydration and ladder descent preparation.  Meaningful events (ordered): 1. [t+1 to t+3] The player moves left into the darkness at (-1, 0) or (-2, 0) to locate the fountain tile visible at (-2 ...<snip>"
2180,predict_state_only,predict,ok,8.512166,8035,1003,2471,238,2709,,"Headline: Immediate ladder descent and equipment optimization on Floor 2.  Meaningful events (ordered): 1. [t+1 to t+5] The player moves directly to the open ladder at (0,0) and descends to Floor 2, prioritizing  ...<snip>"
2180,predict_history_k5,predict,ok,10.24903,16910,1082,7207,254,7461,,"Headline: Immediate resource consolidation and ladder descent on Floor 1.  Meaningful events (ordered): 1. [t+1 to t+5] The player moves down to the ladder location (likely at -3, 0 or nearby based on path connec ...<snip>"
2195,predict_state_only,predict,ok,8.542966,8018,935,2444,239,2683,,"Headline: Immediate ladder closure and resource consolidation on Floor 2.  Meaningful events (ordered): 1. [t+1 to t+5] The player moves south to the closed ladder at (0,0) and begins engaging nearby mobs (Orcs/T ...<snip>"
2195,predict_history_k5,predict,ok,8.721965,17198,959,7221,210,7431,,Headline: Immediate survival setup and resource gathering on Floor 2.  Meaningful events (ordered): 1. [t+1 to t+5] The player moves left toward the visible path network to locate a safe corner or existing struct ...<snip>
