t,run_id,role,status,latency_s,prompt_chars,response_chars,prompt_tokens,completion_tokens,total_tokens,error,response_preview
0,predict_state_only,predict,ok,555.866347,6789,1015,1774,231,2005,,Headline: Immediate descent to Floor 1 due to open ladder and lack of resources.  Meaningful events (ordered): 1. [t+1 to t+3] The player moves toward the open ladder (priority over gathering) and descends to Flo ...<snip>
0,predict_history_k5,predict,ok,19.662528,7380,927,2008,216,2224,,"Headline: Immediate resource gathering to enable tool crafting on Floor 0.  Meaningful events (ordered): 1. [t+1 to t+5] The player moves toward the nearest tree (likely at 1,1 or -1,2) and begins chopping wood,  ...<snip>"
283,predict_state_only,predict,ok,18.865066,7188,885,1994,210,2204,,"Headline: Immediate food acquisition followed by ladder descent on Floor 0.  Meaningful events (ordered): 1. [t+1 to t+3] The player moves to (1, 0) to attack the Cow, prioritizing food intake over resource gathe ...<snip>"
283,predict_history_k5,predict,ok,22.924307,11124,928,4000,238,4238,,"Headline: Prioritizing food consumption before descending the open ladder.  Meaningful events (ordered): 1. [t+1 to t+3] The player moves to (1, 0) to engage the Cow, killing it to secure food and prevent starvat ...<snip>"
298,predict_state_only,predict,ok,23.188292,7949,1008,2432,257,2689,,"Headline: Aggressive exploration and combat to open the descent ladder on Floor 1.  Meaningful events (ordered): 1. [t+1 to t+4] The player moves away from the ladder_up and fountain, scanning the visible path ne ...<snip>"
298,predict_history_k5,predict,ok,25.768348,13492,1102,5381,258,5639,,Headline: Initial exploration and resource gathering on Floor 1 to unlock the ladder.  Meaningful events (ordered): 1. [t+1 to t+5] The player moves away from the ladder and fountain to explore the visible path t ...<snip>
650,predict_state_only,predict,ok,24.459185,7984,1155,2452,271,2723,,"Headline: Emergency health stabilization and resource gathering on Floor 1.  Meaningful events (ordered): 1. [t+1 to t+3] The player immediately moves to kill the Snail at (-2, 0) to consume it, prioritizing the  ...<snip>"
650,predict_history_k5,predict,ok,25.243141,16361,1028,6972,236,7208,,"Headline: Urgent survival maneuver to escape the Orc Mage and stabilize health.  Meaningful events (ordered): 1. [t+1 to t+4] The player immediately moves away from the Orc Mage (currently at -5,0) and the linger ...<snip>"
1000,predict_state_only,predict,ok,19.676744,8078,855,2487,214,2701,,"Headline: Immediate descent to Floor 2 via the open ladder.  Meaningful events (ordered): 1. [t+1 to t+3] The player moves from (0,0) to (0,3) to reach the open `ladder_up` tile, prioritizing the ""Take the ladder ...<snip>"
1000,predict_history_k5,predict,ok,23.738471,16960,843,7212,215,7427,,"Headline: Immediate descent to Floor 2 via the open ladder.  Meaningful events (ordered): 1. [t+1 to t+3] The player moves from (0,0) towards the open ladder at (0,3), traversing the path tiles to the right. 2. [ ...<snip>"
1310,predict_state_only,predict,ok,19.707842,8012,881,2465,214,2679,,"Headline: Immediate descent to Floor 2 via the open ladder.  Meaningful events (ordered): 1. [t+1 to t+3] The player moves right from (0,0) to locate the open ladder, likely situated at (1,0) or nearby, prioritiz ...<snip>"
1310,predict_history_k5,predict,ok,23.344155,16612,923,7084,212,7296,,Headline: Immediate descent to Floor 2 following resource stabilization.  Meaningful events (ordered): 1. [t+1 to t+3] The player moves toward the ladder (likely located at the origin or adjacent path tile) to in ...<snip>
1450,predict_state_only,predict,ok,22.612579,8032,1011,2477,248,2725,,"Headline: Immediate descent to Floor 2 via the open ladder.  Meaningful events (ordered): 1. [t+1 to t+3] The player moves from (0,0) toward the open ladder location (likely nearby given the ""Ladder Open: True"" s ...<snip>"
1450,predict_history_k5,predict,ok,24.857003,16776,971,7169,228,7397,,"Headline: Immediate descent to Floor 2 after confirming open ladder status.  Meaningful events (ordered): 1. [t+1 to t+3] The player moves left along the path (Row 0) to locate the ladder, which is confirmed open ...<snip>"
1750,predict_state_only,predict,ok,21.521217,8113,1022,2520,235,2755,,"Headline: Immediate descent to Floor 2 via the open ladder.  Meaningful events (ordered): 1. [t+1 to t+3] The player moves from (0,0) toward the ladder location, prioritizing the open ladder over resource gatheri ...<snip>"
1750,predict_history_k5,predict,ok,26.203069,17035,929,7327,241,7568,,"Headline: Immediate descent to Floor 2 via the open ladder.  Meaningful events (ordered): 1. [t+1 to t+3] The player moves down the corridor (Row 0, Col -4) toward the ladder, likely placing a torch at (0, -4) or ...<snip>"
2050,predict_state_only,predict,ok,24.77336,8053,1067,2458,274,2732,,"Headline: Immediate ascent to Floor 0 to secure resources and stabilize health.  Meaningful events (ordered): 1. [t+1 to t+3] The player moves left to (0, -1) and ascends the open ladder to Floor 0, prioritizing  ...<snip>"
2050,predict_history_k5,predict,ok,24.665415,16849,917,7078,226,7304,,"Headline: Immediate descent to Floor 2 via the open ladder.  Meaningful events (ordered): 1. [t+1 to t+3] The player moves one step left to (0, -1) to reach the `ladder_up` tile, which serves as the exit to the n ...<snip>"
2180,predict_state_only,predict,ok,22.556468,8035,1013,2471,247,2718,,"Headline: Immediate descent to Floor 2 via the open ladder.  Meaningful events (ordered): 1. [t+1 to t+3] The player moves from (0,0) toward the open ladder, likely located at the current floor's exit point, igno ...<snip>"
2180,predict_history_k5,predict,ok,25.841415,16910,1020,7207,239,7446,,"Headline: Immediate descent to Floor 2 via the open ladder.  Meaningful events (ordered): 1. [t+1 to t+3] The player moves toward the ladder (likely located nearby given the ""LadderOpen=True"" status and recent ex ...<snip>"
2195,predict_state_only,predict,ok,20.571098,8018,966,2444,221,2665,,"Headline: Aggressive floor clearing to open the ladder with high-tier gear.  Meaningful events (ordered): 1. [t+1 to t+5] The player moves away from the ladder and scans the immediate path network, likely engagin ...<snip>"
2195,predict_history_k5,predict,ok,25.629568,17198,1021,7221,231,7452,,Headline: Immediate exploration to kill troops and open the descent ladder on Floor 2.  Meaningful events (ordered): 1. [t+1 to t+5] The player moves away from the ladder_up into the unexplored darkness (likely S ...<snip>
